./data/SUES-200/Testing/300/query_drone/0133/4.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0075/0.png', './data/SUES-200/Testing/300/gallery_satellite/0180/0.png', './data/SUES-200/Testing/300/gallery_satellite/0133/0.png', './data/SUES-200/Testing/300/gallery_satellite/0178/0.png', './data/SUES-200/Testing/300/gallery_satellite/0141/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0184/0.png', './data/SUES-200/Testing/300/gallery_satellite/0105/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0042/0.png']
./data/SUES-200/Testing/300/query_drone/0110/12.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0075/0.png']
./data/SUES-200/Testing/300/query_drone/0110/24.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0103/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0119/0.png']
./data/SUES-200/Testing/300/query_drone/0110/9.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0151/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0075/0.png']
./data/SUES-200/Testing/300/query_drone/0110/45.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0093/0.png', './data/SUES-200/Testing/300/gallery_satellite/0143/0.png']
./data/SUES-200/Testing/300/query_drone/0110/3.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0093/0.png', './data/SUES-200/Testing/300/gallery_satellite/0075/0.png']
./data/SUES-200/Testing/300/query_drone/0110/37.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0093/0.png', './data/SUES-200/Testing/300/gallery_satellite/0158/0.png']
./data/SUES-200/Testing/300/query_drone/0110/20.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0103/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0153/0.png']
./data/SUES-200/Testing/300/query_drone/0110/6.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0103/0.png', './data/SUES-200/Testing/300/gallery_satellite/0093/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png']
./data/SUES-200/Testing/300/query_drone/0110/15.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0103/0.png', './data/SUES-200/Testing/300/gallery_satellite/0075/0.png']
./data/SUES-200/Testing/300/query_drone/0110/46.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0093/0.png', './data/SUES-200/Testing/300/gallery_satellite/0178/0.png', './data/SUES-200/Testing/300/gallery_satellite/0143/0.png']
./data/SUES-200/Testing/300/query_drone/0110/7.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0151/0.png', './data/SUES-200/Testing/300/gallery_satellite/0093/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png']
./data/SUES-200/Testing/300/query_drone/0110/17.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0103/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0153/0.png']
./data/SUES-200/Testing/300/query_drone/0110/47.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0093/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png']
./data/SUES-200/Testing/300/query_drone/0110/39.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0093/0.png', './data/SUES-200/Testing/300/gallery_satellite/0103/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png']
./data/SUES-200/Testing/300/query_drone/0110/44.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0103/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png']
./data/SUES-200/Testing/300/query_drone/0110/32.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0075/0.png', './data/SUES-200/Testing/300/gallery_satellite/0158/0.png', './data/SUES-200/Testing/300/gallery_satellite/0093/0.png']
./data/SUES-200/Testing/300/query_drone/0110/11.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0103/0.png']
./data/SUES-200/Testing/300/query_drone/0110/0.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0093/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0075/0.png']
./data/SUES-200/Testing/300/query_drone/0110/8.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0151/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0093/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png']
./data/SUES-200/Testing/300/query_drone/0110/48.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0093/0.png', './data/SUES-200/Testing/300/gallery_satellite/0103/0.png']
./data/SUES-200/Testing/300/query_drone/0110/41.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0103/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png']
./data/SUES-200/Testing/300/query_drone/0110/33.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0075/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png']
./data/SUES-200/Testing/300/query_drone/0110/14.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0103/0.png']
./data/SUES-200/Testing/300/query_drone/0110/36.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0075/0.png', './data/SUES-200/Testing/300/gallery_satellite/0103/0.png']
./data/SUES-200/Testing/300/query_drone/0110/10.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0151/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png']
./data/SUES-200/Testing/300/query_drone/0110/19.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0104/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0111/0.png', './data/SUES-200/Testing/300/gallery_satellite/0150/0.png', './data/SUES-200/Testing/300/gallery_satellite/0103/0.png', './data/SUES-200/Testing/300/gallery_satellite/0022/0.png', './data/SUES-200/Testing/300/gallery_satellite/0175/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0165/0.png', './data/SUES-200/Testing/300/gallery_satellite/0075/0.png']
./data/SUES-200/Testing/300/query_drone/0195/31.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0176/0.png', './data/SUES-200/Testing/300/gallery_satellite/0195/0.png', './data/SUES-200/Testing/300/gallery_satellite/0189/0.png', './data/SUES-200/Testing/300/gallery_satellite/0196/0.png', './data/SUES-200/Testing/300/gallery_satellite/0181/0.png', './data/SUES-200/Testing/300/gallery_satellite/0089/0.png', './data/SUES-200/Testing/300/gallery_satellite/0124/0.png', './data/SUES-200/Testing/300/gallery_satellite/0144/0.png', './data/SUES-200/Testing/300/gallery_satellite/0190/0.png', './data/SUES-200/Testing/300/gallery_satellite/0015/0.png']
./data/SUES-200/Testing/300/query_drone/0195/32.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0176/0.png', './data/SUES-200/Testing/300/gallery_satellite/0195/0.png', './data/SUES-200/Testing/300/gallery_satellite/0189/0.png', './data/SUES-200/Testing/300/gallery_satellite/0196/0.png', './data/SUES-200/Testing/300/gallery_satellite/0181/0.png', './data/SUES-200/Testing/300/gallery_satellite/0124/0.png', './data/SUES-200/Testing/300/gallery_satellite/0089/0.png', './data/SUES-200/Testing/300/gallery_satellite/0015/0.png', './data/SUES-200/Testing/300/gallery_satellite/0144/0.png', './data/SUES-200/Testing/300/gallery_satellite/0193/0.png']
./data/SUES-200/Testing/300/query_drone/0195/30.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0176/0.png', './data/SUES-200/Testing/300/gallery_satellite/0195/0.png', './data/SUES-200/Testing/300/gallery_satellite/0181/0.png', './data/SUES-200/Testing/300/gallery_satellite/0196/0.png', './data/SUES-200/Testing/300/gallery_satellite/0189/0.png', './data/SUES-200/Testing/300/gallery_satellite/0089/0.png', './data/SUES-200/Testing/300/gallery_satellite/0124/0.png', './data/SUES-200/Testing/300/gallery_satellite/0190/0.png', './data/SUES-200/Testing/300/gallery_satellite/0144/0.png', './data/SUES-200/Testing/300/gallery_satellite/0053/0.png']
./data/SUES-200/Testing/300/query_drone/0109/45.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0132/0.png', './data/SUES-200/Testing/300/gallery_satellite/0109/0.png', './data/SUES-200/Testing/300/gallery_satellite/0135/0.png', './data/SUES-200/Testing/300/gallery_satellite/0046/0.png', './data/SUES-200/Testing/300/gallery_satellite/0140/0.png', './data/SUES-200/Testing/300/gallery_satellite/0138/0.png', './data/SUES-200/Testing/300/gallery_satellite/0130/0.png', './data/SUES-200/Testing/300/gallery_satellite/0018/0.png', './data/SUES-200/Testing/300/gallery_satellite/0019/0.png', './data/SUES-200/Testing/300/gallery_satellite/0014/0.png']
./data/SUES-200/Testing/300/query_drone/0188/43.jpg ['./data/SUES-200/Testing/300/gallery_satellite/0178/0.png', './data/SUES-200/Testing/300/gallery_satellite/0188/0.png', './data/SUES-200/Testing/300/gallery_satellite/0110/0.png', './data/SUES-200/Testing/300/gallery_satellite/0075/0.png', './data/SUES-200/Testing/300/gallery_satellite/0133/0.png', './data/SUES-200/Testing/300/gallery_satellite/0112/0.png', './data/SUES-200/Testing/300/gallery_satellite/0080/0.png', './data/SUES-200/Testing/300/gallery_satellite/0078/0.png', './data/SUES-200/Testing/300/gallery_satellite/0180/0.png', './data/SUES-200/Testing/300/gallery_satellite/0042/0.png']
